SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,LC1,LC1gp,LC2,LC2gp,LC3,LC3gp,LC4,LC4gp,LC5,LC5gp,LC6,LC6gp,LC7,LC7gp,LC8,LC8gp,LC9,LC9gp,LC10,LC10gp,LCunknown,LCvote,WhyCandidateA,WhyCandidateB,SupportAny,FollowForum,Campaign_b,Campaign_c,Campaign_d,Campaign_e,Campaign_f,Campaign_g,CampaignEffect_a,CampaignEffect_agp,CampaignEffect_b,CampaignEffect_bgp,CampaignEffect_c,CampaignEffect_cgp,CampaignEffect_d,CampaignEffect_dgp,CampaignEffect_e,CampaignEffect_egp,CampaignEffect_f,CampaignEffect_fgp,CampaignEffect_g,CampaignEffect_ggp,AffectWillVote_a,AffectWillVote_b,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2021R6_000294,20211213,1.0641686,1,0,1,1,1,4,3,2,,,3,5,1,,,3,,,,,8886,8886,,,,,,,,,,,,,,,,8886,,,2,3,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,8886,8886,,1,2,2,2,1,4,2,2
LC2021R6_000295,20211213,0.9144789,1,8888,8888,1,1,4,3,1,8886,2,2,12,,,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,8888,4,1,1,2,1,2,2,8888,8888,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,43,4,2,6,5,5,6,3,3,1,1,6,6,,-99,-99,,-99,-99,-99,4,-99,5,3,2
LC2021R6_000296,20211213,0.5383443,1,60,4,1,1,1,1,1,3,1,1,,,,,3,,,,,2,1,,,,,,,,,,,,,,,,1,2,3,8888,2,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,8889,8889,4,4,2,2,2,4,60,5,8881,7,6,5,6,3,3,2,2,6,6,,8886,8886,,2,1,1,2,2,3,1,2
LC2021R6_000297,20211213,0.5864723,1,90,4,1,1,1,1,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,3,1,,1,1,2,1,2,2,2,2,1,2,2,2,1,4,4,8888,8888,8888,8888,4,4,4,4,4,4,1,1,2,2,45,4,2,7,6,5,6,3,3,3,2,6,6,,8888,8888,,1,2,2,4,3,5,3,2
LC2021R6_000298,20211213,0.9165495,1,50,3,1,1,4,3,1,8885,2,2,11,,,,10,,,,,,,,,,,,,,,,,,,8886,8886,,8886,,,8888,3,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,6,5,5,6,3,3,2,2,6,6,,8886,8886,,1,2,2,4,2,-99,-99,-99
LC2021R6_000299,20211213,0.8453041,1,45,2,1,1,1,1,1,5,1,1,,,,,5,,,,,,,,,3,1,,,,,,,,,,,,1,1,8888,8888,3,1,1,1,1,2,1,3,1,4,4,3,1,3,1,3,1,4,4,4,4,2,2,2,2,60,5,2,7,6,5,6,3,3,2,2,5,5,,1,1,,2,1,1,3,3,5,3,2
LC2021R6_000300,20211213,0.8453041,1,50,3,1,1,1,1,1,8885,2,2,5,2,,,5,,,,,,,,,2,1,,,,,,,,,,,,1,2,3,2,4,2,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,2,3,2,1,2
LC2021R6_000301,20211213,0.8440330,1,0,1,1,1,4,3,1,8885,2,2,15,,,,8,,,,,,,,,,,,,,,8886,8886,,,,,,8886,,,2,4,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,40,4,2,6,5,5,6,3,3,2,2,6,6,,1,1,,2,1,1,5,2,4,2,2
LC2021R6_000302,20211213,0.7135157,1,60,4,1,1,8888,8888,1,8885,2,2,4,,,,2,,,1,1,,,,,,,,,,,,,,,,,,1,1,3,-99,4,1,1,1,1,2,2,2,1,3,1,3,1,2,1,3,1,4,4,4,4,2,2,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,8886,8886,,-99,1,1,1,2,-99,-99,2
LC2021R6_000303,20211213,0.7463870,1,90,4,1,1,1,1,1,8885,2,2,2,,,,1,-99,-99,,,,,,,,,,,,,,,,,,,,-99,,,1,4,2,1,1,1,2,1,3,1,4,4,4,4,1,1,4,4,4,4,4,4,1,2,2,1,,,1,-99,-99,-99,-99,-99,-99,5,3,1,1,,8886,8886,,-99,3,3,1,-99,-99,-99,2
LC2021R6_000304,20211213,0.5933689,1,0,1,1,1,8886,8886,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,8888,8888,,8888,,,2,3,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,7,6,5,6,3,3,4,3,6,6,,8886,8886,,1,3,3,4,2,3,1,2
LC2021R6_000305,20211213,2.0913669,1,0,1,1,1,4,3,1,8885,2,2,12,,,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,2,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,1,3,3,4,1,4,2,2
LC2021R6_000306,20211213,0.9497570,1,0,1,1,1,4,3,1,1,1,1,,,,,1,8886,8886,,,,,,,,,,,,,,,,,,,,8886,,,1,3,1,1,1,1,2,1,2,1,4,4,4,4,3,1,4,4,4,4,3,1,2,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,1,3,3,1,2,3,1,2
LC2021R6_000307,20211213,0.9286106,1,30,2,1,1,2,1,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,-99,-99,,-99,,,1,2,2,2,1,1,2,2,1,1,3,1,4,4,3,1,1,1,4,4,4,4,2,2,1,2,50,4,2,6,5,5,6,3,3,3,2,6,6,,-99,-99,,-99,-99,-99,4,-99,-99,-99,-99
LC2021R6_000308,20211213,0.9772795,1,70,4,1,1,1,1,1,8885,2,2,14,,,,9,,,,,,,,,,,,,,,,,3,1,,,,1,2,8888,1,1,2,2,1,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,6,5,5,6,3,3,2,2,6,6,,2,2,,1,3,3,5,2,3,1,2
LC2021R6_000309,20211213,0.9696422,1,70,4,1,2,1,1,1,8885,2,2,1,,,,2,,,8888,8888,,,,,,,,,,,,,,,,,,8888,,,2,4,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,5,4,4,5,3,2,3,2,2,2,,8886,8886,,2,1,1,1,2,5,3,2
LC2021R6_000310,20211213,1.4100564,1,10,2,1,1,4,3,1,-99,-99,-99,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,8886,8886,,,2,2,1,2,1,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,4,3,3,4,2,2,5,3,6,6,,1,1,,1,3,3,-99,2,2,1,2
LC2021R6_000311,20211213,0.5024907,1,70,4,1,1,1,1,1,8885,2,2,7,,,,4,,,,,,,8888,8888,,,,,,,,,,,,,,8888,,,1,2,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,8889,8889,4,4,2,2,1,2,74,5,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,3,1,5,3,2
LC2021R6_000312,20211213,0.5330566,1,0,1,1,1,4,3,1,8885,2,2,15,,,,8,,,,,,,,,,,,,,,8886,8886,,,,,,8886,,,2,4,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,7,6,5,6,3,3,1,1,5,5,,1,1,,1,2,2,5,2,2,1,2
LC2021R6_000313,20211213,0.9165495,1,50,3,1,1,1,1,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,-99,-99,,-99,,,8888,2,1,1,1,1,2,2,2,1,4,4,4,4,2,1,4,4,4,4,4,4,2,2,2,1,,,1,6,5,5,6,3,3,5,3,6,6,,4,3,,1,3,3,4,2,3,1,-99
LC2021R6_000314,20211213,0.6748275,1,0,1,1,1,2,1,2,,,3,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,8886,8886,,,8888,4,2,2,1,2,2,2,4,4,3,1,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,-99,-99,-99,-99,-99,-99,3,2,-99,-99,,8886,8886,,-99,4,3,4,-99,5,3,2
LC2021R6_000315,20211213,1.2739217,1,0,1,1,1,4,3,1,1,1,1,,,,,1,8886,8886,,,,,,,,,,,,,,,,,,,,8886,,,2,4,1,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,5,4,4,5,3,2,3,2,1,1,,3,1,,2,3,3,1,2,4,2,1
LC2021R6_000316,20211213,0.6068811,1,80,4,1,1,1,1,1,1,1,1,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,1,2,3,8888,2,1,1,1,1,2,2,2,1,3,1,4,4,4,4,4,4,4,4,4,4,1,2,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,2,2,,1,2,2,1,2,2,1,2
LC2021R6_000317,20211213,0.7135157,1,70,4,1,1,1,1,1,8885,2,2,1,,,,2,,,-99,-99,,,,,,,,,,,,,,,,,,-99,,,1,2,2,1,1,1,2,2,3,1,4,4,4,4,3,1,4,4,4,4,4,4,2,2,2,1,,,1,6,5,5,6,3,3,5,3,1,1,,8886,8886,,1,3,3,1,2,3,1,-99
LC2021R6_000318,20211213,0.8440330,1,0,1,1,1,4,3,1,8885,2,2,16,,,1,8,,,,,,,,,,,,,,,8886,8886,,,,,,8886,,,2,2,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,6,5,5,6,3,3,4,3,6,6,,1,1,,1,3,3,5,2,3,1,2
LC2021R6_000319,20211213,0.5920284,1,0,1,1,1,4,3,1,8885,2,2,13,,1,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,8888,2,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,2,60,5,2,7,6,5,6,3,3,5,3,6,6,,3,1,,1,3,3,4,1,5,3,2
LC2021R6_000320,20211213,0.5920284,1,80,4,1,1,2,1,1,8885,2,2,12,,,,6,,,,,,,,,,,3,1,,,,,,,,,,1,1,3,1,3,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,50,4,2,7,6,5,6,3,3,3,2,6,6,,2,2,,1,2,2,4,3,3,1,2
LC2021R6_000321,20211213,0.9286106,1,50,3,1,1,1,1,1,8885,2,2,11,,,,10,,,,,,,,,,,,,,,,,,,1,1,,1,1,2,1,2,1,2,1,1,2,1,3,1,3,1,3,1,3,1,4,4,8889,8889,-99,-99,2,1,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,4,3,,2,1,1,4,2,4,2,2
LC2021R6_000322,20211213,0.6172096,1,0,1,1,1,4,3,1,9,1,1,,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,2,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,,,1,7,6,5,6,3,3,2,2,6,6,,3,1,,1,2,2,5,3,4,2,2
LC2021R6_000323,20211213,1.1485583,1,0,1,1,1,8886,8886,1,8885,2,2,12,,,,6,,,,,,,,,,,8888,8888,,,,,,,,,,8888,,,2,4,2,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,5,4,4,5,3,2,2,2,5,5,,1,1,,1,2,2,4,2,4,2,2
LC2021R6_000324,20211213,0.5933689,1,20,2,1,1,3,3,1,8885,2,2,13,,2,,10,,,,,,,,,,,,,,,,,,,8886,8886,,8886,,,1,3,1,1,2,1,2,2,4,4,4,4,3,1,3,1,3,1,4,4,3,1,3,3,1,2,74,5,2,7,6,5,6,3,3,1,1,6,6,,1,1,,1,2,2,4,1,5,3,2
LC2021R6_000325,20211213,0.7761741,1,0,1,1,1,4,3,2,,,3,8,,,,4,,,,,,,8886,8886,,,,,,,,,,,,,,8886,,,2,2,2,1,1,2,2,2,4,4,3,1,4,4,4,4,4,4,4,4,4,4,3,2,2,2,36,3,2,6,5,5,6,3,3,2,2,5,5,,1,1,,2,1,1,3,2,5,3,2
LC2021R6_000326,20211213,0.5933689,1,50,3,1,1,1,1,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,3,1,,1,1,3,8888,2,1,1,1,1,2,2,1,1,2,1,3,1,3,1,3,1,8889,8889,3,1,1,1,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,4,3,,1,3,3,4,2,3,1,2
LC2021R6_000327,20211213,0.9265128,1,2,2,1,1,3,3,1,6,1,1,,,,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,3,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,6,5,5,6,3,3,2,2,6,6,,4,3,,2,3,3,4,2,4,2,2
LC2021R6_000328,20211213,0.5851474,1,100,5,1,1,1,1,2,,,3,13,,1,,6,,,,,,,,,,,8888,8888,,,,,,,,,,8888,,,1,2,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,2,2,,1,1,1,4,3,2,1,1
LC2021R6_000329,20211213,0.5024907,1,60,4,1,1,1,1,1,8885,2,2,8,,,,4,,,,,,,2,1,,,,,,,,,,,,,,1,1,3,1,2,1,1,1,1,1,1,2,1,4,4,3,1,2,1,2,1,4,4,3,1,1,1,1,2,51,4,2,7,6,5,6,3,3,2,2,6,6,,2,2,,1,3,3,3,2,3,1,2
LC2021R6_000330,20211213,1.2492573,1,-99,-99,1,1,-99,-99,1,-99,-99,-99,10,,,,7,,,,,,,,,,,,,-99,-99,,,,,,,,-99,,,8888,4,1,1,1,2,2,2,4,4,4,4,3,1,4,4,4,4,8889,8889,8889,8889,2,2,2,2,20,3,2,5,4,4,5,3,2,4,3,5,5,,-99,-99,,1,2,2,4,2,4,2,2
LC2021R6_000331,20211213,1.5214115,1,5,2,1,1,4,3,1,8885,2,2,12,,,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,2,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,4,3,3,4,2,2,5,3,5,5,,1,1,,1,3,3,4,2,4,2,2
LC2021R6_000332,20211213,1.1566862,1,0,1,1,1,4,3,2,,,3,12,,,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,2,1,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,3,1,,1,3,3,4,1,2,1,1
LC2021R6_000333,20211213,0.9374212,1,20,2,1,1,3,3,1,1,1,1,,,,,1,8886,8886,,,,,,,,,,,,,,,,,,,,8886,,,2,3,2,1,1,1,2,1,4,4,4,4,4,4,3,1,3,1,4,4,4,4,3,3,2,1,,,1,6,5,5,6,3,3,5,3,6,6,,4,3,,1,3,3,1,1,3,1,2
LC2021R6_000334,20211213,0.5383443,1,80,4,1,1,2,1,1,8885,2,2,6,,,,3,,,,,2,1,,,,,,,,,,,,,,,,1,2,3,1,2,2,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,2,1,4,4,2,2,2,2,72,5,2,7,6,5,6,3,3,1,1,6,6,,8888,8888,,2,1,1,2,3,5,3,-99
LC2021R6_000335,20211213,0.6633015,1,90,4,1,1,8886,8886,1,8885,2,2,15,,,,8,,,,,,,,,,,,,,,1,1,,,,,,1,1,2,1,2,1,1,1,1,1,1,3,1,3,1,3,1,2,1,3,1,2,1,3,1,1,3,2,1,,,1,-99,-99,-99,-99,-99,-99,4,3,6,6,,3,1,,-99,3,3,5,2,2,1,2
LC2021R6_000336,20211213,0.5446750,1,80,4,1,1,1,1,1,8885,2,2,6,,,,3,,,,,1,1,,,,,,,,,,,,,,,,1,2,3,1,4,1,2,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,40,4,2,7,6,5,6,3,3,2,2,6,6,,2,2,,2,1,1,2,2,5,3,2
LC2021R6_000337,20211213,0.8552444,1,55,4,1,1,2,1,2,,,3,5,2,,,5,,,,,,,,,-99,-99,,,,,,,,,,,,-99,,,2,4,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,70,5,2,7,6,5,6,3,3,3,2,6,6,,8886,8886,,2,1,1,2,2,4,2,2
LC2021R6_000338,20211213,1.2739217,1,40,2,1,1,8886,8886,1,8885,2,2,3,,,,1,8888,8888,,,,,,,,,,,,,,,,,,,,8888,,,2,3,1,1,1,2,2,2,4,4,4,4,4,4,3,1,4,4,4,4,4,4,2,2,1,1,,,1,5,4,4,5,3,2,2,2,2,2,,4,3,,1,3,3,1,2,4,2,2
LC2021R6_000339,20211213,0.9608693,1,40,2,1,2,1,1,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,1,1,,1,2,3,1,3,2,1,1,1,2,2,2,1,4,4,4,4,2,1,4,4,3,1,4,4,2,2,1,1,,,1,3,2,2,3,2,2,4,3,1,1,,4,3,,1,3,3,4,2,3,1,2
LC2021R6_000340,20211213,0.8453041,1,70,4,1,1,1,1,1,8885,2,2,9,,,,5,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,56,4,2,7,6,5,6,3,3,2,2,6,6,,2,2,,1,3,3,3,3,8888,8888,2
LC2021R6_000341,20211213,0.5383443,1,90,4,1,1,2,1,1,8885,2,2,6,,,,3,,,,,1,1,,,,,,,,,,,,,,,,1,2,1,1,8888,2,2,1,8888,2,2,4,4,4,4,4,4,3,1,3,1,8889,8889,4,4,2,2,2,2,36,3,2,7,6,5,6,3,3,2,2,6,6,,2,2,,1,3,3,2,3,5,3,2
LC2021R6_000342,20211213,0.6068811,1,80,4,1,1,2,1,1,8885,2,2,3,,,,1,3,1,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,1,1,2,2,3,1,4,4,3,1,3,1,2,1,3,1,3,1,1,1,1,5,44,4,8881,7,6,5,6,3,3,5,3,6,6,,2,2,,1,3,3,1,2,5,3,1
LC2021R6_000343,20211213,0.5864723,1,80,4,1,1,1,1,1,8885,2,2,11,,,,10,,,,,,,,,,,,,,,,,,,-99,-99,,-99,,,1,2,2,1,1,1,2,2,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,4,2,2,1,2
LC2021R6_000344,20211213,0.5446750,1,0,1,1,1,1,1,1,3,1,1,,,,,3,,,,,1,1,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,2,2,3,1,4,4,4,4,3,1,3,1,4,4,4,4,2,2,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,2,2,,1,3,3,2,1,3,1,1
LC2021R6_000345,20211213,0.9772795,1,50,3,1,1,1,1,1,8885,2,2,14,,,,9,,,,,,,,,,,,,,,,,8888,8888,,,,8888,,,1,2,2,1,1,1,2,2,3,1,4,4,4,4,3,1,4,4,4,4,4,4,2,2,1,2,50,4,2,6,5,5,6,3,3,4,3,6,6,,1,1,,1,3,3,5,2,3,1,2
LC2021R6_000346,20211213,1.3384407,1,90,4,1,1,1,1,1,8885,2,2,5,2,,,5,,,,,,,,,1,1,,,,,,,,,,,,1,1,2,1,2,1,1,1,1,2,2,2,1,3,1,2,1,1,1,3,1,3,1,4,4,2,2,1,2,40,4,2,6,5,5,6,3,3,3,2,7,6,,2,2,,1,3,3,2,2,5,3,2
LC2021R6_000347,20211213,0.6748275,1,60,4,1,1,1,1,2,,,3,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,-99,-99,,,1,2,1,2,1,1,2,2,2,1,3,1,4,4,2,1,4,4,4,4,4,4,2,2,2,-99,-99,,-99,-99,-99,-99,-99,-99,-99,5,3,6,6,,-99,-99,,1,-99,-99,2,2,4,2,1
LC2021R6_000348,20211213,0.5681105,1,2,2,1,1,1,1,1,2,1,1,,,,,2,,,8888,8888,,,,,,,,,,,,,,,,,,8888,,,1,3,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,-99,-99,-99,-99,-99,-99,5,3,5,5,,8888,8888,,1,3,3,-99,2,2,1,2
LC2021R6_000349,20211213,0.7135157,1,0,1,1,1,4,3,1,8885,2,2,1,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,4,2,1,1,1,2,2,8889,8889,4,4,4,4,4,4,4,4,8889,8889,4,4,2,2,2,1,,,1,6,5,5,6,3,3,3,2,2,2,,8886,8886,,1,3,3,1,2,3,1,-99
LC2021R6_000350,20211213,0.9772795,2,80,4,1,1,1,1,1,9,1,1,,,,,9,,,,,,,,,,,,,,,,,2,1,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,4,4,3,1,2,1,3,1,3,1,3,1,1,1,1,2,45,4,2,6,5,5,6,3,3,3,2,2,2,,2,2,,2,1,1,5,2,4,2,2
LC2021R6_000351,20211213,1.2114916,1,70,4,1,1,8886,8886,1,8885,2,2,14,,,,9,,,,,,,,,,,,,,,,,8888,8888,,,,8888,,,1,2,1,1,1,1,2,2,4,4,4,4,3,1,4,4,4,4,4,4,2,1,3,2,2,2,35,3,2,5,4,4,5,3,2,2,2,5,5,,8886,8886,,1,3,3,5,2,3,1,2
LC2021R6_000352,20211213,1.1566862,1,50,3,1,2,3,3,2,,,3,12,,,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,3,1,1,2,1,2,2,2,1,2,1,3,1,3,1,2,1,3,1,3,1,3,3,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,4,3,,1,3,3,4,1,3,1,2
LC2021R6_000353,20211213,1.1433429,1,0,1,1,1,8886,8886,1,3,1,1,,,,,3,,,,,8888,8888,,,,,,,,,,,,,,,,8888,,,8888,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,1,4,4,4,4,2,3,1,1,,,1,5,4,4,5,3,2,2,2,3,3,,8886,8886,,2,1,1,2,2,4,2,2
LC2021R6_000354,20211213,0.6068811,1,98,4,1,1,1,1,1,8885,2,2,3,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,-99,-99,1,2,2,1,1,-99,2,1,3,1,-99,-99,2,1,2,1,2,1,3,1,1,1,1,1,1,2,68,5,2,7,6,5,6,3,3,1,1,6,6,,4,3,,1,3,3,1,3,5,3,1
LC2021R6_000355,20211213,0.5998275,1,50,3,1,1,2,1,1,1,1,1,,,,,1,8888,8888,,,,,,,,,,,,,,,,,,,,8888,,,1,2,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,45,4,2,7,6,5,6,3,3,1,1,5,5,,8886,8886,,-99,-99,-99,1,-99,8888,8888,2
LC2021R6_000356,20211213,0.5393250,1,50,3,1,1,1,1,1,8885,2,2,15,,,,8,,,,,,,,,,,,,,,1,1,,,,,,1,2,1,8888,2,2,1,1,1,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,7,6,5,6,3,3,2,2,6,6,,2,2,,1,2,2,5,2,5,3,2
LC2021R6_000357,20211213,1.1773731,1,50,3,1,1,3,3,1,8885,2,2,2,,,,1,8886,8886,,,,,,,,,,,,,,,,,,,,8886,,,2,1,1,1,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,,,1,5,4,4,5,3,2,2,2,2,2,,1,1,,1,3,3,1,2,3,1,2
LC2021R6_000358,20211213,0.7761741,1,20,2,1,1,4,3,1,8885,2,2,8,,,,4,,,,,,,8886,8886,,,,,,,,,,,,,,8886,,,2,2,1,1,1,1,2,2,3,1,3,1,4,4,4,4,4,4,8889,8889,4,4,2,2,2,1,,,1,6,5,5,6,3,3,2,2,6,6,,8886,8886,,1,3,3,3,2,3,1,1
LC2021R6_000359,20211213,0.5024907,1,50,3,1,1,1,1,1,4,1,1,,,,,4,,,,,,,8888,8888,,,,,,,,,,,,,,8888,,,1,2,1,1,1,1,2,1,3,1,3,1,4,4,2,1,3,1,4,4,3,1,1,1,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,1,1,,1,3,3,3,2,2,1,2
LC2021R6_000360,20211213,0.5920284,1,0,1,1,1,4,3,1,8885,2,2,13,,1,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,8888,3,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8888,2,1,2,41,4,2,7,6,5,6,3,3,1,1,6,6,,4,3,,2,1,1,4,2,4,2,2
LC2021R6_000361,20211213,0.4619260,2,60,4,1,1,8886,8886,1,2,1,1,,,,,2,,,8888,8888,,,,,,,,,,,,,,,,,,8888,,,2,4,2,2,1,1,2,2,3,1,3,1,4,4,3,1,4,4,8889,8889,8889,8889,2,2,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,4,3,,1,3,3,-99,3,4,2,2
LC2021R6_000362,20211213,0.4565571,1,89,4,1,1,1,1,2,,,3,1,,,,2,,,2,1,,,,,,,,,,,,,,,,,,1,8888,3,1,2,2,2,1,1,2,2,3,1,4,4,4,4,2,1,4,4,4,4,4,4,2,2,2,2,45,4,2,7,6,5,6,3,3,1,1,6,6,,4,3,,1,3,3,1,3,3,1,1
LC2021R6_000363,20211213,0.8853761,1,1,2,1,1,4,3,1,8885,2,2,18,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,8888,3,1,1,1,2,2,1,2,1,3,1,3,1,3,1,3,1,4,4,3,1,3,2,2,1,,,1,3,2,2,3,2,2,5,3,5,5,,1,1,,2,3,3,5,2,2,1,1
LC2021R6_000364,20211213,1.0720260,2,0,1,1,1,8886,8886,1,-99,-99,-99,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,8888,8888,,,1,1,1,1,1,1,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,4,3,,1,3,3,4,1,3,1,1
LC2021R6_000365,20211213,1.3108380,2,80,4,1,1,8888,8888,1,8886,2,2,14,,,,9,,,,,,,,,,,,,,,,,8888,8888,,,,8888,,,2,4,1,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,5,4,4,5,3,2,1,1,3,3,,8886,8886,,2,1,1,5,2,5,3,2
LC2021R6_000366,20211213,0.9497570,1,0,1,1,1,8886,8886,1,8885,2,2,3,,,,1,4,1,,,,,,,,,,,,,,,,,,,,1,2,1,2,4,2,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,,,1,6,5,5,6,3,3,5,3,2,2,,8886,8886,,2,3,3,1,2,3,1,2
LC2021R6_000367,20211213,0.6172096,1,90,4,1,1,1,1,1,8885,2,2,17,,,,9,,,,,,,,,,,,,,,,,8888,8888,,,,8888,,,1,2,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,59,4,2,7,6,5,6,3,3,1,1,5,5,,8888,8888,,1,2,2,5,2,5,3,-99
