SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,SupportAny,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2021R4_000663,20211202,0.5976785,2,0,1,1,1,8886,8886,1,3,1,1,,,,,3,2,1,1,,,1,6,5,5,6,3,3,5,3,1,1,,3,1,,2,3,3,2,2,5,3,2
LC2021R4_000664,20211202,0.777769,2,0,1,1,1,4,3,1,8885,2,2,15,,,,8,2,1,2,45,4,2,6,5,5,6,3,3,3,2,3,3,,1,1,,1,2,2,5,2,4,2,2
LC2021R4_000665,20211202,0.8401058,2,20,2,1,1,1,1,1,3,1,1,,,,,3,8888,1,1,,,1,2,1,1,2,1,1,5,3,7,6,,1,1,,1,3,3,2,1,2,1,2
LC2021R4_000666,20211202,0.7877046,2,0,1,1,1,4,3,1,8885,2,2,6,,,,3,2,2,-99,15,2,-99,3,2,2,3,2,2,-99,-99,-99,-99,,-99,-99,,-99,-99,-99,2,-99,-99,-99,-99
LC2021R4_000667,20211202,0.5912965,1,0,1,1,1,8886,8886,1,1,1,1,,,,,1,8888,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,3,1,,1,2,2,1,2,3,1,2
LC2021R4_000668,20211202,1.0704573,2,0,1,1,1,1,1,1,4,1,1,,,,,4,1,1,2,26,3,2,2,1,1,2,1,1,3,2,2,2,,4,3,,2,1,1,3,1,5,3,2
LC2021R4_000669,20211202,0.943207,2,60,4,1,1,1,1,1,4,1,1,,,,,4,1,1,1,,,1,4,3,3,4,2,2,3,2,2,2,,2,2,,2,3,3,3,2,5,3,2
LC2021R4_000670,20211202,1.5702117,1,0,1,1,1,3,3,2,,,3,5,2,,,5,2,2,4,58,4,8881,6,5,5,6,3,3,4,3,6,6,,1,1,,1,3,3,2,1,4,2,1
LC2021R4_000671,20211202,0.5461917,2,50,3,1,1,1,1,1,8885,2,2,15,,,,8,2,1,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,4,3,,1,2,2,5,2,5,3,1
LC2021R4_000672,20211202,0.9375877,1,50,3,1,1,2,1,2,,,3,14,,,,9,1,1,2,46,4,2,6,5,5,6,3,3,2,2,3,3,,4,3,,2,1,1,5,2,5,3,2
LC2021R4_000673,20211202,1.1097026,2,0,1,1,1,4,3,1,-99,-99,-99,2,,,,1,2,2,9,10,2,8881,3,2,2,3,2,2,5,3,7,6,,-99,-99,,1,3,3,1,2,4,2,2
LC2021R4_000674,20211202,2.1481559,2,1,2,1,2,2,1,1,8885,2,2,9,,,,5,1,1,1,,,1,3,2,2,3,2,2,5,3,7,6,,3,1,,2,3,3,3,1,5,3,2
LC2021R4_000675,20211202,1.2008803,2,50,3,1,1,1,1,1,2,1,1,,,,,2,1,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,4,3,,1,3,3,1,1,4,2,2
LC2021R4_000676,20211202,1.1097026,2,50,3,1,1,1,1,1,1,1,1,,,,,1,1,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,2,2,,2,1,1,1,2,3,1,2
LC2021R4_000677,20211202,1.2356847,2,50,3,1,1,3,3,2,,,3,17,,,,9,8888,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,4,3,,1,3,3,5,2,4,2,2
LC2021R4_000678,20211202,1.1642742,1,60,4,1,1,1,1,1,8885,2,2,1,,,,2,8888,2,2,20,3,2,4,3,3,4,2,2,5,3,2,2,,4,3,,1,3,3,1,2,3,1,2
LC2021R4_000679,20211202,0.9632846,1,0,1,1,1,2,1,2,,,3,16,,,1,8,2,1,2,35,3,2,4,3,3,4,2,2,5,3,1,1,,3,1,,1,3,3,5,2,4,2,1
LC2021R4_000680,20211202,2.1024107,2,0,1,1,1,4,3,1,-99,-99,-99,13,,2,,10,2,2,1,,,1,2,1,1,2,1,1,5,3,2,2,,3,1,,1,3,3,4,1,5,3,2
LC2021R4_000681,20211202,1.3587878,1,100,5,1,1,1,1,1,10,1,1,,,,,10,1,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,2,2,,1,3,3,4,1,4,2,2
LC2021R4_000682,20211202,2.0826742,1,50,3,1,1,3,3,2,,,3,9,,,,5,2,2,1,,,1,4,3,3,4,2,2,5,3,5,5,,1,1,,2,3,3,3,2,3,1,2
LC2021R4_000683,20211202,0.5643772,1,60,4,1,1,1,1,1,4,1,1,,,,,4,1,2,2,43,4,2,7,6,5,6,3,3,3,2,6,6,,8886,8886,,1,3,3,3,3,4,2,2
LC2021R4_000684,20211202,0.8401058,2,0,1,1,1,4,3,1,3,1,1,,,,,3,2,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,3,1,,2,1,1,2,1,5,3,1
LC2021R4_000685,20211202,0.6064806,1,50,3,1,1,8886,8886,2,,,3,5,1,,,3,2,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,4,3,,2,1,1,2,1,5,3,2
LC2021R4_000686,20211202,1.3587878,1,0,1,1,1,8886,8886,1,8885,2,2,13,,2,,10,2,1,1,,,1,5,4,4,5,3,2,5,3,7,6,,1,1,,1,1,1,4,1,3,1,2
LC2021R4_000687,20211202,1.1400885,2,0,1,1,1,4,3,2,,,3,4,,,,2,2,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,1,1,,1,1,1,1,2,5,3,2
LC2021R4_000688,20211202,0.9232169,1,80,4,1,1,2,1,2,,,3,13,,2,,10,8888,2,1,,,1,7,6,5,6,3,3,4,3,6,6,,8886,8886,,2,3,3,4,3,3,1,1
LC2021R4_000689,20211202,0.7966649,2,50,3,1,1,1,1,1,8885,2,2,12,,,,6,8888,1,2,50,4,2,6,5,5,6,3,3,2,2,3,3,,8886,8886,,1,2,2,4,2,4,2,2
LC2021R4_000690,20211202,1.4209904,2,0,1,1,1,4,3,1,-99,-99,-99,3,,,,1,2,2,1,,,1,2,1,1,2,1,1,4,3,2,2,,1,1,,1,3,3,1,1,3,1,-99
LC2021R4_000691,20211202,0.8297065,2,0,1,1,1,4,3,1,3,1,1,,,,,3,2,1,1,,,1,3,2,2,3,2,2,3,2,8881,6,Part-time,-99,-99,,2,3,3,2,1,5,3,2
LC2021R4_000692,20211202,0.5912965,2,100,5,1,1,1,1,1,8885,2,2,3,,,,1,8888,1,2,80,5,2,7,6,5,6,3,3,1,1,6,6,,2,2,,2,1,1,1,2,5,3,2
LC2021R4_000693,20211202,0.4197223,1,0,1,1,1,1,1,1,3,1,1,,,,,3,2,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,1,1,,1,3,3,2,2,1,1,2
LC2021R4_000694,20211202,0.6239895,1,70,4,1,1,1,1,2,,,3,3,,,,1,1,2,2,40,4,2,7,6,5,6,3,3,5,3,5,5,,2,2,,1,3,3,1,3,4,2,2
LC2021R4_000695,20211202,1.3015738,2,0,1,1,1,4,3,1,8885,2,2,17,,,,9,8888,1,1,,,1,3,2,2,3,2,2,4,3,2,2,,1,1,,2,1,1,5,1,5,3,2
LC2021R4_000696,20211202,1.3946038,2,0,1,1,1,4,3,1,8885,2,2,17,,,,9,2,1,1,,,1,-99,-99,-99,-99,-99,-99,3,2,3,3,,-99,-99,,2,3,3,5,2,8888,8888,-99
LC2021R4_000697,20211202,0.5348075,1,50,3,1,1,-99,-99,1,4,1,1,,,,,4,1,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,4,3,,1,3,3,3,2,5,3,2
LC2021R4_000698,20211202,0.7727736,1,0,1,1,1,-99,-99,1,4,1,1,,,,,4,2,2,1,,,1,6,5,5,6,3,3,3,2,5,5,,1,1,,1,2,2,3,2,5,3,2
LC2021R4_000699,20211202,0.5763908,1,80,4,1,1,1,1,2,,,3,15,,,,8,2,2,2,41,4,2,7,6,5,6,3,3,3,2,5,5,,8886,8886,,1,1,1,5,2,5,3,2
LC2021R4_000700,20211202,0.7663816,2,50,3,1,1,4,3,1,8885,2,2,10,,,,7,8888,2,2,70,5,2,7,6,5,6,3,3,2,2,6,6,,8886,8886,,1,2,2,4,3,4,2,2
LC2021R4_000701,20211202,0.6410756,2,90,4,1,1,2,1,1,8885,2,2,4,,,,2,1,2,2,40,4,2,7,6,5,6,3,3,2,2,6,6,,2,2,,2,1,1,1,2,5,3,1
LC2021R4_000702,20211202,0.8748463,1,50,3,1,2,1,1,1,8885,2,2,13,,2,,10,8888,1,2,50,4,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,4,2,5,3,2
LC2021R4_000703,20211202,0.8306486,2,0,1,1,1,4,3,1,4,1,1,,,,,4,2,1,1,,,1,5,4,4,5,3,2,5,3,2,2,,4,3,,2,1,1,3,2,5,3,2
LC2021R4_000704,20211202,0.8401058,2,0,1,1,1,3,3,1,8885,2,2,5,1,,,3,2,1,2,10,2,2,2,1,1,2,1,1,5,3,4,4,,3,1,,2,1,1,2,1,4,2,2
LC2021R4_000705,20211202,1.1097026,2,0,1,1,1,8886,8886,2,,,3,3,,,,1,2,2,1,,,1,3,2,2,3,2,2,3,2,2,2,,3,1,,2,1,1,1,2,3,1,2
LC2021R4_000706,20211202,1.1279582,2,0,1,1,1,8886,8886,1,8885,2,2,10,,,,7,2,1,1,,,1,5,4,4,5,3,2,3,2,2,2,,8886,8886,,2,3,3,4,3,5,3,2
LC2021R4_000707,20211202,1.1688741,2,0,1,1,1,4,3,2,,,3,3,,,,1,2,1,8881,35,3,8881,3,2,2,3,2,2,5,3,2,2,,1,1,,1,3,3,1,2,3,1,1
LC2021R4_000708,20211202,0.9866877,2,0,1,1,1,4,3,1,8885,2,2,12,,,,6,2,1,1,,,1,4,3,3,4,2,2,3,2,3,3,,1,1,,2,3,3,4,2,4,2,2
LC2021R4_000709,20211202,1.1835244,2,0,1,1,2,3,3,2,,,3,3,,,,1,2,1,1,,,1,1,1,1,1,1,1,5,3,4,4,,1,1,,1,3,3,1,1,3,1,1
LC2021R4_000710,20211202,0.5643772,1,100,5,1,1,8888,8888,2,,,3,8,,,,4,2,2,2,8888,8888,2,7,6,5,6,3,3,2,2,5,5,,8886,8886,,1,3,3,3,3,5,3,2
LC2021R4_000711,20211202,0.8168286,1,50,3,1,1,8886,8886,2,,,3,17,,,,9,8888,2,1,,,1,-99,-99,-99,-99,-99,-99,1,1,6,6,,8886,8886,,-99,-99,-99,5,-99,-99,-99,-99
LC2021R4_000712,20211202,0.9232169,1,70,4,1,1,1,1,1,8886,2,2,13,,2,,10,8888,2,5,34,3,8881,7,6,5,6,3,3,3,2,6,6,,8888,8888,,1,1,1,4,3,5,3,1
LC2021R4_000713,20211202,1.5702117,1,0,1,1,1,8888,8888,2,,,3,9,,,,5,2,2,1,,,1,6,5,5,6,3,3,4,3,6,6,,4,3,,1,3,3,3,2,4,2,2
LC2021R4_000714,20211202,0.6948297,1,100,5,1,1,2,1,2,,,3,17,,,,9,8888,2,2,73,5,2,7,6,5,6,3,3,1,1,5,5,,2,2,,1,2,2,5,2,5,3,2
LC2021R4_000715,20211202,1.7510706,2,0,1,1,2,8886,8886,1,8885,2,2,11,,,,10,2,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,1,2,2,4,1,4,2,1
LC2021R4_000716,20211202,2.0394105,2,0,1,1,1,4,3,1,8886,2,2,9,,,,5,2,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,1,3,3,3,2,3,1,2
LC2021R4_000717,20211202,0.777769,1,60,4,1,1,1,1,1,8,1,1,,,,,8,1,1,1,,,1,6,5,5,6,3,3,2,2,6,6,,8886,8886,,1,3,3,5,2,3,1,2
LC2021R4_000718,20211202,1.0572066,2,50,3,1,2,2,1,2,,,3,8,,,,4,2,1,1,,,1,3,2,2,3,2,2,3,2,3,3,,-99,-99,,2,1,1,3,2,5,3,2
LC2021R4_000719,20211202,1.2008803,2,5,2,1,1,4,3,1,8885,2,2,1,,,,2,2,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,3,1,,2,3,3,1,1,3,1,-99
LC2021R4_000720,20211202,1.1467674,2,80,4,1,1,2,1,1,8885,2,2,9,,,,5,8888,2,1,,,1,7,6,5,6,3,3,2,2,6,6,,4,3,,1,3,3,3,2,3,1,2
LC2021R4_000721,20211202,1.916518,2,20,2,1,1,2,1,1,8885,2,2,5,2,,,5,1,1,2,35,3,2,4,3,3,4,2,2,5,3,1,1,,1,1,,1,2,2,2,2,3,1,1
LC2021R4_000722,20211202,0.5461917,1,50,3,1,1,2,1,1,8885,2,2,15,,,,8,1,1,5,42,4,8881,7,6,5,6,3,3,5,3,6,6,,2,2,,1,2,2,5,2,5,3,2
LC2021R4_000723,20211202,1.3178873,1,1,2,1,1,8886,8886,2,,,3,14,,,,9,1,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,4,3,,1,3,3,5,1,3,1,2
LC2021R4_000724,20211202,1.1059426,2,0,1,1,1,1,1,2,,,3,12,,,,6,8888,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,4,3,,1,3,3,4,2,3,1,2
LC2021R4_000725,20211202,1.1835244,2,0,1,1,1,8886,8886,1,1,1,1,,,,,1,8888,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,8886,8886,,2,3,3,1,1,4,2,2
LC2021R4_000726,20211202,0.777769,2,60,4,1,1,2,1,1,8886,2,2,15,,,,8,8888,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,8886,8886,,1,2,2,5,1,4,2,1
LC2021R4_000727,20211202,0.9375877,1,70,4,1,1,1,1,1,8885,2,2,14,,,,9,1,1,1,,,1,6,5,5,6,3,3,5,3,1,1,,4,3,,2,3,3,5,2,3,1,-99
LC2021R4_000728,20211202,1.0226482,2,60,4,1,1,2,1,1,9,1,1,,,,,9,8888,1,1,,,1,5,4,4,5,3,2,3,2,1,1,,8886,8886,,1,2,2,5,2,3,1,2
LC2021R4_000729,20211202,0.6410756,1,80,4,1,1,4,3,1,2,1,1,,,,,2,8888,2,2,60,5,2,7,6,5,6,3,3,1,1,5,5,,8886,8886,,2,1,1,1,3,8888,8888,-99
LC2021R4_000730,20211202,1.7510706,2,50,3,1,1,4,3,1,8885,2,2,11,,,,10,8888,1,2,23,3,2,2,1,1,2,1,1,3,2,-99,-99,,3,1,,1,4,3,4,1,5,3,-99
LC2021R4_000731,20211202,0.5763908,1,100,5,1,1,1,1,1,8885,2,2,16,,,1,8,1,2,1,,,1,7,6,5,6,3,3,-99,-99,6,6,,8886,8886,,1,3,3,5,2,5,3,2
LC2021R4_000732,20211202,0.8401058,2,0,1,1,1,4,3,2,,,3,6,,,,3,2,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,3,1,,2,3,3,2,1,4,2,1
LC2021R4_000733,20211202,1.1835244,2,0,1,1,2,4,3,1,1,1,1,,,,,1,2,1,1,,,1,2,1,1,2,1,1,4,3,4,4,,1,1,,1,3,3,1,1,4,2,1
LC2021R4_000734,20211202,1.2356847,2,60,4,1,1,2,1,1,8885,2,2,14,,,,9,2,2,2,29,3,2,3,2,2,3,2,2,5,3,2,2,,8886,8886,,1,3,3,5,2,3,1,2
LC2021R4_000735,20211202,1.1306434,1,0,1,1,1,4,3,1,8885,2,2,13,,1,,6,2,2,1,,,1,5,4,4,5,3,2,4,3,1,1,,1,1,,1,3,3,4,1,4,2,2
LC2021R4_000736,20211202,0.8689405,2,0,1,1,1,4,3,1,8885,2,2,12,,,,6,2,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,2,3,3,4,2,-99,-99,2
LC2021R4_000737,20211202,1.6878088,1,0,1,1,1,8886,8886,2,,,3,9,,,,5,8888,1,1,,,1,5,4,4,5,3,2,1,1,7,6,,8886,8886,,2,4,3,3,1,5,3,2
LC2021R4_000738,20211202,1.0704573,2,50,3,1,1,3,3,2,,,3,8,,,,4,2,1,1,,,1,2,1,1,2,1,1,3,2,3,3,,1,1,,2,1,1,3,2,4,2,2
LC2021R4_000739,20211202,0.7727736,2,0,1,1,1,4,3,1,8885,2,2,8,,,,4,2,2,1,,,1,6,5,5,6,3,3,4,3,6,6,,1,1,,1,3,3,3,2,2,1,2
LC2021R4_000740,20211202,0.7877046,2,50,3,1,1,2,1,1,3,1,1,,,,,3,1,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,8886,8886,,2,3,3,2,2,4,2,2
LC2021R4_000741,20211202,1.0086672,2,0,1,1,1,4,3,1,3,1,1,,,,,3,2,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,2,3,3,2,1,3,1,1
LC2021R4_000742,20211202,0.8419976,2,0,1,1,1,4,3,1,8885,2,2,3,,,,1,2,1,1,,,1,6,5,5,6,3,3,3,2,1,1,,-99,-99,,1,3,3,1,2,3,1,2
LC2021R4_000743,20211202,0.8401058,2,10,2,1,1,4,3,2,,,3,6,,,,3,2,1,2,25,3,2,2,1,1,2,1,1,5,3,2,2,,3,1,,2,1,1,2,2,4,2,2
LC2021R4_000744,20211202,0.8748463,1,95,4,1,1,1,1,1,8885,2,2,11,,,,10,1,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,8886,8886,,1,3,3,4,2,3,1,2
LC2021R4_000745,20211202,0.9513958,2,0,1,1,1,2,1,1,8885,2,2,17,,,,9,8888,2,1,,,1,6,5,5,6,3,3,1,1,3,3,,4,3,,2,1,1,5,1,5,3,2
LC2021R4_000746,20211202,1.3015738,2,70,4,1,1,2,1,1,9,1,1,,,,,9,8888,1,2,16,2,2,3,2,2,3,2,2,5,3,1,1,,4,3,,1,3,3,5,2,2,1,2
LC2021R4_000747,20211202,1.1467674,2,100,5,1,1,1,1,1,8885,2,2,5,2,,,5,1,2,2,20,3,2,7,6,5,6,3,3,1,1,5,5,,2,2,,2,1,1,2,1,4,2,2
LC2021R4_000748,20211202,0.8748463,1,80,4,1,1,3,3,2,,,3,11,,,,10,1,1,1,,,1,7,6,5,6,3,3,3,2,6,6,,8886,8886,,2,1,1,4,3,3,1,1
LC2021R4_000749,20211202,1.0428332,2,50,3,1,1,4,3,1,1,1,1,,,,,1,2,1,1,,,1,4,3,3,4,2,2,2,2,1,1,,4,3,,2,1,1,1,1,4,2,2
LC2021R4_000750,20211202,0.8306486,2,100,5,1,1,1,1,2,,,3,8,,,,4,1,1,1,,,1,5,4,4,5,3,2,3,2,3,3,,4,3,,-99,2,2,3,1,3,1,2
LC2021R4_000751,20211202,1.0467985,2,0,1,1,1,4,3,1,8886,2,2,16,,,1,8,2,2,1,,,1,4,3,3,4,2,2,4,3,1,1,,1,1,,1,3,3,5,2,3,1,2
LC2021R4_000752,20211202,1.3587878,2,0,1,1,1,4,3,1,8885,2,2,11,,,,10,2,1,2,42,4,2,5,4,4,5,3,2,3,2,1,1,,1,1,,1,3,3,4,2,2,1,2
LC2021R4_000753,20211202,0.7966649,1,0,1,1,1,4,3,2,,,3,12,,,,6,2,1,4,45,4,8881,6,5,5,6,3,3,5,3,6,6,,1,1,,1,3,3,4,2,5,3,2
LC2021R4_000754,20211202,1.0722305,1,30,2,1,1,4,3,1,8885,2,2,12,,,,6,2,2,2,35,3,2,4,3,3,4,2,2,5,3,1,1,,8886,8886,,1,3,3,4,2,3,1,2
LC2021R4_000755,20211202,0.7663816,1,100,5,1,1,2,1,1,8885,2,2,10,,,,7,1,2,2,33,3,2,7,6,5,6,3,3,1,1,5,5,,8886,8886,,2,1,1,4,3,5,3,1
LC2021R4_000756,20211202,0.7402384,2,0,1,1,1,1,1,1,3,1,1,,,,,3,2,1,1,,,1,4,3,3,4,2,2,4,3,1,1,,3,1,,2,3,3,2,1,4,2,2
LC2021R4_000757,20211202,0.6064806,1,0,1,1,1,4,3,1,3,1,1,,,,,3,2,2,1,,,1,6,5,5,6,3,3,2,2,6,6,,8888,8888,,1,3,3,2,2,4,2,1
LC2021R4_000758,20211202,1.1642742,1,50,3,1,1,2,1,1,8885,2,2,4,,,,2,1,2,1,,,1,4,3,3,4,2,2,3,2,2,2,,1,1,,1,1,1,1,1,4,2,2
LC2021R4_000759,20211202,1.2781744,1,70,4,1,1,1,1,2,,,3,5,8888,,,-99,1,2,2,40,4,2,5,4,4,5,3,2,1,1,5,5,,8886,8886,,1,2,2,2,2,5,3,2
LC2021R4_000760,20211202,0.8650532,2,0,1,1,1,4,3,1,8885,2,2,4,,,,2,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,1,3,3,1,1,4,2,2
LC2021R4_000761,20211202,0.5903943,1,50,3,1,1,8886,8886,2,,,3,12,,,,6,1,2,1,,,1,7,6,5,6,3,3,2,2,6,6,,4,3,,1,2,2,4,2,3,1,2
LC2021R4_000762,20211202,0.943207,2,49,2,1,1,4,3,1,4,1,1,,,,,4,2,1,1,,,1,4,3,3,4,2,2,3,2,3,3,,4,3,,2,1,1,3,1,5,3,2
LC2021R4_000763,20211202,0.5461917,1,40,2,1,1,1,1,1,8885,2,2,16,,,1,8,1,1,2,73,5,2,7,6,5,6,3,3,4,3,6,6,,8886,8886,,1,3,3,5,3,3,1,2
LC2021R4_000764,20211202,0.8083976,2,0,1,1,1,2,1,2,,,3,13,,1,,6,2,2,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,1,3,3,4,1,2,1,2
LC2021R4_000765,20211202,1.1198041,2,0,1,1,1,4,3,1,8885,2,2,12,,,,6,2,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,3,1,,1,2,2,4,1,4,2,1
LC2021R4_000766,20211202,1.4598999,1,50,3,1,1,2,1,1,8885,2,2,1,,,,2,8888,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,4,3,,1,3,3,1,1,2,1,2
LC2021R4_000767,20211202,0.8297065,2,0,1,1,1,8886,8886,1,3,1,1,,,,,3,8888,1,1,,,1,3,2,2,3,2,2,4,3,1,1,,8888,8888,,2,1,1,2,1,3,1,2
LC2021R4_000768,20211202,0.777769,2,50,3,1,1,1,1,1,8885,2,2,15,,,,8,-99,1,2,42,4,2,6,5,5,6,3,3,3,2,6,6,,2,2,,1,3,3,5,2,5,3,2
LC2021R4_000769,20211202,0.5976785,1,50,3,1,1,1,1,1,3,1,1,,,,,3,1,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,2,2,,1,2,2,2,2,3,1,2
LC2021R4_000770,20211202,0.5912965,1,0,1,1,1,3,3,1,8885,2,2,3,,,,1,2,1,2,75,5,2,7,6,5,6,3,3,1,1,3,3,,1,1,,2,1,1,1,2,4,2,2
LC2021R4_000771,20211202,1.6418483,2,30,2,1,1,1,1,1,8885,2,2,13,,2,,10,8888,2,2,16,2,2,3,2,2,3,2,2,3,2,5,5,,4,3,,2,1,1,4,2,5,3,1
LC2021R4_000772,20211202,1.3178873,2,0,1,1,1,8886,8886,1,8885,2,2,17,,,,9,2,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,4,3,,2,1,1,5,1,5,3,2
LC2021R4_000773,20211202,0.943207,2,13,2,1,1,8886,8886,1,4,1,1,,,,,4,8888,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,4,3,,2,3,3,3,2,4,2,2
LC2021R4_000774,20211202,1.3125955,2,10,2,1,1,3,3,2,,,3,15,,,,8,2,2,1,,,1,2,1,1,2,1,1,5,3,2,2,,4,3,,1,3,3,5,1,4,2,1
LC2021R4_000775,20211202,0.7892234,2,50,3,1,1,1,1,2,,,3,15,,,,8,1,2,1,,,1,6,5,5,6,3,3,1,1,6,6,,2,2,,2,3,3,5,3,5,3,-99
LC2021R4_000776,20211202,1.264115,2,50,3,1,1,1,1,1,8885,2,2,11,,,,10,8888,2,1,,,1,6,5,5,6,3,3,2,2,5,5,,4,3,,2,1,1,4,2,5,3,2
LC2021R4_000777,20211202,0.7877046,2,60,4,1,1,1,1,1,3,1,1,,,,,3,1,2,2,15,2,2,3,2,2,3,2,2,3,2,5,5,,2,2,,2,1,1,2,2,5,3,2
LC2021R4_000778,20211202,0.8083976,1,0,1,1,1,8886,8886,1,8886,2,2,12,,,,6,8888,2,2,40,4,2,6,5,5,6,3,3,2,2,7,6,,8886,8886,,1,3,3,4,3,8888,8888,-99
LC2021R4_000779,20211202,1.264115,1,50,3,1,1,1,1,2,,,3,11,,,,10,1,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,4,3,,1,2,2,4,2,5,3,2
LC2021R4_000780,20211202,1.2781744,1,45,2,1,1,1,1,2,,,3,-99,,,,-99,1,2,1,,,1,5,4,4,5,3,2,5,3,6,6,,8888,8888,,2,3,3,-99,2,3,1,2
LC2021R4_000781,20211202,0.761558,1,50,3,1,1,8886,8886,2,,,3,7,,,,4,8888,1,2,8888,8888,2,6,5,5,6,3,3,2,2,3,3,,4,3,,2,3,3,3,1,5,3,2
LC2021R4_000782,20211202,0.6410756,1,20,2,1,1,4,3,2,,,3,4,,,,2,2,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,1,1,,1,3,3,1,2,3,1,2
LC2021R4_000783,20211202,1.0086672,1,45,2,1,1,8886,8886,2,,,3,6,,,,3,2,2,1,,,1,2,1,1,2,1,1,5,3,4,4,,1,1,,2,1,1,2,1,5,3,2
LC2021R4_000784,20211202,0.6674314,1,80,4,1,1,1,1,1,8885,2,2,13,,8888,,-99,8888,2,4,56,4,8881,7,6,5,6,3,3,1,1,5,5,,2,2,,1,2,2,4,2,4,2,-99
LC2021R4_000785,20211202,1.4536003,2,40,2,1,1,8886,8886,2,,,3,16,,,2,7,8888,1,2,25,3,2,2,1,1,2,1,1,5,3,2,2,,4,3,,2,1,1,5,1,5,3,2
LC2021R4_000786,20211202,1.0226482,1,0,1,1,1,3,3,2,,,3,17,,,,9,2,1,1,,,1,5,4,4,5,3,2,5,3,6,6,,1,1,,2,3,3,5,2,3,1,2
LC2021R4_000787,20211202,0.877793,1,50,3,1,1,3,3,2,,,3,18,,,,2,2,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,4,3,,2,1,1,5,3,4,2,2
LC2021R4_000788,20211202,1.1467674,1,50,3,1,1,1,1,1,8885,2,2,9,,,,5,1,2,-99,40,4,-99,7,6,5,6,3,3,1,1,5,5,,2,2,,-99,-99,-99,3,-99,-99,-99,-99
LC2021R4_000789,20211202,0.9632846,2,30,2,1,1,4,3,1,8885,2,2,15,,,,8,2,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,1,1,,1,3,3,5,2,3,1,2
LC2021R4_000790,20211202,0.8297065,1,65,4,1,1,2,1,1,3,1,1,,,,,3,1,1,2,15,2,2,3,2,2,3,2,2,3,2,3,3,,8886,8886,,2,1,1,2,3,5,3,2
LC2021R4_000791,20211202,0.5461917,1,50,3,1,1,1,1,1,8885,2,2,15,,,,8,1,1,2,70,5,2,7,6,5,6,3,3,1,1,6,6,,3,1,,2,1,1,5,2,5,3,2
LC2021R4_000792,20211202,0.8650532,1,80,4,1,1,1,1,1,8885,2,2,4,,,,2,1,1,5,45,4,8881,6,5,5,6,3,3,1,1,3,3,,4,3,,1,3,3,1,2,3,1,2
LC2021R4_000793,20211202,1.0250531,1,70,4,1,1,2,1,2,,,3,15,,,,8,8888,2,1,,,1,3,2,2,3,2,2,4,3,2,2,,4,3,,1,2,2,5,2,3,1,2
LC2021R4_000794,20211202,1.5429125,1,0,1,1,1,4,3,1,8886,2,2,13,,2,,10,2,1,1,,,1,4,3,3,4,2,2,5,3,2,2,,3,1,,1,2,2,4,1,4,2,1
LC2021R4_000795,20211202,1.0808189,1,30,2,1,1,1,1,1,4,1,1,,,,,4,1,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,4,3,,2,1,1,3,2,5,3,2
